protein,size,pct,ipct
A6NNA2,597,0.6515912897822446,0.2931323283082077
Q8IXQ8,264,0.3522727272727273,0.3484848484848485
O15143,372,0.01881720430107527,0.09946236559139784
Q9UK13,617,0.2252836304700162,0.13452188006482982
Q8N539,461,0.08459869848156182,0.31019522776572667
P07311,99,0.0,0.010101010101010102
Q9H5N1,569,0.1827768014059754,0.14411247803163443
O75132,1171,0.3381725021349274,0.19385140905209222
P41597,374,0.18181818181818182,0.12032085561497326
Q6ZVU0,165,0.9878787878787879,0.012121212121212121
P61586,193,0.0,0.05181347150259067
P46089,330,0.10303030303030303,0.12424242424242424
P30530,894,0.16666666666666666,0.18008948545861297
Q9NPJ3,140,0.0,0.007142857142857143
Q96PU5,975,0.26153846153846155,0.14461538461538462
Q9UKY1,873,0.4616265750286369,0.24627720504009165
P55042,308,0.2564935064935065,0.19480519480519481
Q16819,746,0.1032171581769437,0.06032171581769437
S4R3C0,116,0.008620689655172414,0.14655172413793102
Q6P1L6,599,0.34724540901502504,0.07178631051752922
Q8TE99,480,0.03958333333333333,0.08125
Q4ZG55,1949,0.21549512570548998,0.18111852231913803
Q9UIF8,2168,0.5484317343173432,0.13653136531365315
Q8ND61,904,0.4004424778761062,0.2831858407079646
Q6ZNG0,422,0.2772511848341232,0.11611374407582939
Q9BRP7,624,0.07211538461538461,0.07852564102564102
P08238,724,0.07458563535911603,0.08149171270718232
A6NDL7,271,0.14760147601476015,0.07011070110701106
Q8NCR3,313,0.14376996805111822,0.28753993610223644
Q567U6,631,0.10142630744849446,0.23137876386687797
P13928,327,0.0,0.01834862385321101
P47871,477,0.09643605870020965,0.0880503144654088
Q86XE3,530,0.2641509433962264,0.19245283018867926
Q5ST30,1063,0.05456255879586077,0.05268109125117592
O14594,1321,0.526116578349735,0.061317183951551855
Q9BR84,538,0.4200743494423792,0.19330855018587362
Q9UN66,801,0.13857677902621723,0.07740324594257178
Q5YKI7,109,0.3394495412844037,0.5045871559633027
Q6ZUK4,368,0.16304347826086957,0.13858695652173914
Q86YS3,637,0.28100470957613816,0.19623233908948196
Q86XS8,419,0.2052505966587112,0.15990453460620524
P11021,654,0.024464831804281346,0.07033639143730887
Q15126,192,0.0,0.0
P01589,272,0.1948529411764706,0.3161764705882353
Q96F86,508,0.2263779527559055,0.1515748031496063
A8MQT2,603,0.29519071310116085,0.26533996683250416
P00326,375,0.0,0.0
Q96J84,757,0.29722589167767505,0.034346103038309116
A6NJ64,397,0.5163727959697733,0.3526448362720403
P60008,231,0.2727272727272727,0.5324675324675324
Q96JB1,4490,0.013140311804008908,0.022048997772828507
Q9UF83,564,0.5319148936170213,0.46808510638297873
Q9NP99,234,0.24786324786324787,0.36324786324786323
P19957,117,0.15384615384615385,0.4444444444444444
O14756,317,0.0,0.0
O14764,452,0.1415929203539823,0.11946902654867257
Q8NHY3,880,0.5784090909090909,0.16136363636363638
O60763,962,0.06340956340956341,0.15176715176715178
Q96BT7,664,0.09487951807228916,0.14156626506024098
P61604,102,0.0,0.0196078431372549
Q6V1X1,898,0.0378619153674833,0.013363028953229399
P02533,472,0.2711864406779661,0.1864406779661017
Q9Y446,797,0.36637390213299875,0.10163111668757842
Q8N0Y7,254,0.0,0.003937007874015748
Q8N1A0,295,0.2542372881355932,0.23728813559322035
O14581,309,0.003236245954692557,0.1488673139158576
Q9P2R3,1169,0.010265183917878529,0.09666381522668947
Q8IY34,581,0.05679862306368331,0.2289156626506024
Q8WUF8,416,0.11538461538461539,0.21634615384615385
Q969P5,355,0.16056338028169015,0.08732394366197183
A4D263,438,0.3150684931506849,0.6027397260273972
Q8TBR5,109,0.8715596330275229,0.12844036697247707
B7ZBB8,358,0.2681564245810056,0.329608938547486
O75976,1380,0.10289855072463767,0.1108695652173913
O75469,434,0.06221198156682028,0.12672811059907835
P24534,225,0.10666666666666667,0.19555555555555557
P62879,340,0.0,0.0
O60309,1634,0.7545899632802937,0.09241126070991432
Q9BVG8,833,0.1992797118847539,0.13565426170468187
Q9UBU3,117,0.23076923076923078,0.42735042735042733
O14727,1248,0.004006410256410256,0.03205128205128205
Q02252,535,0.03551401869158879,0.029906542056074768
P80217,286,0.03496503496503497,0.15734265734265734
Q9P0U1,55,0.0,0.0
Q9BUH8,593,0.627318718381113,0.16020236087689713
O95793,577,0.2755632582322357,0.3535528596187175
P35580,1976,0.04554655870445344,0.3841093117408907
Q4G0N4,442,0.11538461538461539,0.11538461538461539
P55060,971,0.010298661174047374,0.029866117404737384
Q92598,858,0.1445221445221445,0.05944055944055944
Q8NDF8,572,0.3741258741258741,0.07517482517482517
Q03692,680,0.3382352941176471,0.4661764705882353
Q8N8Q3,282,0.08865248226950355,0.08156028368794327
O95969,90,0.0,0.0
Q96P48,1450,0.2082758620689655,0.14620689655172414
O75113,896,0.40066964285714285,0.12388392857142858
O75360,226,0.09292035398230089,0.668141592920354
P26010,798,0.05889724310776942,0.05889724310776942
Q8WUI4,952,0.5021008403361344,0.13445378151260504
Q96DN0,273,0.10622710622710622,0.14285714285714285
P31153,395,0.0,0.007594936708860759
Q9C0D6,1143,0.6019247594050744,0.10936132983377078
Q496M5,336,0.23214285714285715,0.27380952380952384
Q8N6R1,65,0.0,0.0
Q6IPR3,259,0.2084942084942085,0.07335907335907337
Q8IUF8,465,0.03870967741935484,0.025806451612903226
O43521,198,0.3333333333333333,0.41919191919191917
P07766,207,0.10144927536231885,0.391304347826087
O43772,301,0.0,0.016611295681063124
P0CL81,117,0.008547008547008548,0.9914529914529915
Q9H081,205,0.0,0.00975609756097561
Q14207,1427,0.7729502452697968,0.15837421163279608
Q8NFJ6,384,0.1640625,0.10416666666666667
Q2TV78,715,0.18601398601398603,0.31888111888111886
P56556,128,0.015625,0.109375
Q9NYZ3,720,0.6263888888888889,0.3013888888888889
Q86TA1,216,0.018518518518518517,0.05092592592592592
Q9UM47,2321,0.22748815165876776,0.48125807841447654
O75325,713,0.11640953716690042,0.12201963534361851
Q15007,396,0.3282828282828283,0.10606060606060606
Q5JPI9,291,0.3127147766323024,0.13745704467353953
A6NFE3,127,0.0,0.0
Q5RHP9,1530,0.8183006535947712,0.06209150326797386
Q9UIY3,292,0.00684931506849315,0.1678082191780822
Q96LQ0,422,0.2796208530805687,0.33886255924170616
Q99743,824,0.5,0.14320388349514562
Q96F15,307,0.03908794788273615,0.04234527687296417
O75419,566,0.012367491166077738,0.05830388692579505
Q8IXF0,933,0.5969989281886388,0.1082529474812433
Q6PIL6,250,0.24,0.072
Q5JQS6,135,0.0962962962962963,0.5185185185185185
Q6EEV6,95,0.0,0.10526315789473684
P51570,392,0.0,0.0
Q9H0V9,348,0.10057471264367816,0.04597701149425287
O14901,512,0.67578125,0.17578125
P17026,224,0.2857142857142857,0.14732142857142858
P43364,429,0.47086247086247085,0.037296037296037296
A6NMN3,283,0.40636042402826855,0.33568904593639576
Q9UL26,194,0.08762886597938144,0.11855670103092783
Q8IY57,180,0.06111111111111111,0.7222222222222222
O75764,348,0.2442528735632184,0.10057471264367816
Q86Y22,540,0.17962962962962964,0.737037037037037
O43900,615,0.40487804878048783,0.12195121951219512
Q13554,666,0.3228228228228228,0.06756756756756757
P10244,700,0.5285714285714286,0.20857142857142857
Q8NHJ6,448,0.3705357142857143,0.2544642857142857
Q5T9S5,1454,0.171939477303989,0.21045392022008252
Q96SZ4,725,0.296551724137931,0.16275862068965516
Q5JVG8,444,0.21846846846846846,0.24324324324324326
O15264,365,0.0027397260273972603,0.07397260273972603
Q8TE76,937,0.31696905016008536,0.13020277481323372
Q92748,146,0.07534246575342465,0.2602739726027397
Q12904,312,0.16987179487179488,0.11217948717948718
O94760,285,0.0,0.02456140350877193
Q96RC9,309,0.0,0.012944983818770227
P51571,173,0.0,0.0
Q9UJV3,735,0.10340136054421768,0.1401360544217687
P16452,691,0.0,0.07091172214182344
Q92802,583,0.6432246998284734,0.12006861063464837
Q5T440,356,0.09269662921348315,0.0449438202247191
Q9BZE1,423,0.0425531914893617,0.028368794326241134
P48023,281,0.1103202846975089,0.29537366548042704
Q9UHA7,158,0.0,0.0189873417721519
Q9H267,617,0.022690437601296597,0.06158833063209076
Q6UX34,121,0.12396694214876033,0.5867768595041323
Q9NWD8,314,0.12101910828025478,0.2929936305732484
A6NHS1,94,0.23404255319148937,0.5106382978723404
Q96PY5,1086,0.20257826887661143,0.16114180478821363
Q99996,3907,0.20194522651650884,0.26209367801382133
Q99720,223,0.0,0.004484304932735426
O15144,300,0.0,0.0033333333333333335
Q9HCR9,933,0.1607717041800643,0.14683815648445875
O95379,198,0.025252525252525252,0.09090909090909091
P62736,377,0.0,0.010610079575596816
Q8NG81,312,0.0,0.1282051282051282
P32926,999,0.36936936936936937,0.13013013013013014
Q9H4M9,534,0.00749063670411985,0.026217228464419477
Q9BV40,100,0.0,0.03
P36542,298,0.03691275167785235,0.050335570469798654
P12694,445,0.07415730337078652,0.03146067415730337
Q9UGB7,285,0.021052631578947368,0.06666666666666667
Q8TAA3,256,0.0078125,0.14453125
A0A577,114,0.0,0.0
P06737,847,0.0,0.010625737898465172
O43345,1280,0.096875,0.30078125
P17980,439,0.03189066059225513,0.1366742596810934
P21757,451,0.164079822616408,0.37250554323725055
Q9P2D6,1515,0.5062706270627063,0.04356435643564356
Q9BZM5,246,0.0975609756097561,0.25203252032520324
Q14517,4588,0.08653007846556234,0.04795117698343505
Q8TBK6,192,0.16666666666666666,0.6666666666666666
Q6ICB0,168,0.0,0.02976190476190476
P55327,224,0.20982142857142858,0.5401785714285714
Q9NYN1,266,0.24060150375939848,0.16165413533834586
Q9UL49,500,0.598,0.274
Q5T6M2,205,0.6048780487804878,0.3951219512195122
Q5QGT7,225,0.08888888888888889,0.24444444444444444
Q9HBA9,442,0.0,0.0
P09960,611,0.0,0.0016366612111292963
Q6ZS62,124,0.9112903225806451,0.08870967741935484
A0A0A6YYK1,113,0.0,0.0
Q02156,737,0.13432835820895522,0.1383989145183175
Q8N945,189,0.0,0.13227513227513227
Q96S53,571,0.39404553415061294,0.14010507880910683
P36871,562,0.0,0.0
Q6ZRH7,1159,0.057808455565142365,0.07592752372735116
Q92696,567,0.0,0.0
P0C7H8,128,1.0,0.0
Q9BWT3,736,0.30027173913043476,0.06657608695652174
Q8N9U0,490,0.3673469387755102,0.08571428571428572
P62502,163,0.018404907975460124,0.17177914110429449
A0A087WVF3,549,0.46265938069216755,0.2167577413479053
A6NNA5,263,0.19011406844106463,0.6121673003802282
Q8N4W9,903,0.19933554817275748,0.09856035437430787
O14843,346,0.06069364161849711,0.11271676300578035
O60284,1047,0.504297994269341,0.26743075453677173
Q9UMX0,589,0.27504244482173174,0.4634974533106961
Q9UHD0,177,0.0,0.0903954802259887
O76009,404,0.2004950495049505,0.15594059405940594
O43930,277,0.10108303249097472,0.06498194945848375
P78329,520,0.0019230769230769232,0.028846153846153848
P80511,92,0.0,0.0
B2RU33,542,0.3948339483394834,0.0959409594095941
Q15555,327,0.22935779816513763,0.2691131498470948
Q99502,592,0.4831081081081081,0.057432432432432436
Q7Z6Z7,4374,0.2526291723822588,0.2062185642432556
O14523,706,0.33994334277620397,0.28611898016997167
Q9BRJ2,306,0.12745098039215685,0.19607843137254902
P41223,144,0.0,0.013888888888888888
Q8TE82,1336,0.13997005988023953,0.1220059880239521
Q96M42,142,0.9084507042253521,0.09154929577464789
Q96DV4,380,0.05526315789473684,0.02894736842105263
Q8IX29,292,0.2534246575342466,0.2910958904109589
Q8TAL6,211,0.037914691943127965,0.33175355450236965
Q96JP0,617,0.0,0.0
Q8N103,731,0.600547195622435,0.1436388508891929
Q96MW5,612,0.13071895424836602,0.2042483660130719
Q9BRT2,126,0.0,0.031746031746031744
Q8TDD1,881,0.25198637911464244,0.17707150964812712
Q96JZ2,352,0.4090909090909091,0.2585227272727273
Q96PQ1,595,0.19663865546218487,0.09411764705882353
Q9P232,1028,0.04377431906614786,0.032101167315175094
O43426,1573,0.3610934520025429,0.09535918626827718
O95968,90,0.0,0.0
Q8WV16,495,0.11313131313131314,0.07676767676767676
Q8N5L8,163,0.09202453987730061,0.147239263803681
A6QL63,1104,0.18478260869565216,0.1947463768115942
Q16445,453,0.11920529801324503,0.08609271523178808
O00754,1011,0.03758654797230465,0.036597428288822946
Q01658,176,0.06818181818181818,0.13636363636363635
A8MPP1,907,0.10584343991179714,0.18081587651598677
Q96M66,194,0.7371134020618557,0.26288659793814434
P13639,858,0.0,0.04195804195804196
O60237,982,0.4694501018329939,0.1334012219959267
P0CG31,522,0.3314176245210728,0.13409961685823754
Q9NR64,748,0.23128342245989306,0.017379679144385027
Q13177,524,0.2633587786259542,0.09923664122137404
P78508,379,0.09762532981530343,0.12137203166226913
Q6MZW2,842,0.0688836104513064,0.057007125890736345
Q96B70,501,0.3093812375249501,0.22954091816367264
Q8N8M0,369,0.1002710027100271,0.037940379403794036
Q9Y2G1,1151,0.47089487402258906,0.1268462206776716
O15535,394,0.350253807106599,0.11928934010152284
Q66K80,236,0.6186440677966102,0.3813559322033898
Q9UJQ4,1053,0.6410256410256411,0.2117758784425451
Q5VW38,600,0.21,0.25166666666666665
O96000,172,0.0,0.005813953488372093
Q16595,210,0.1523809523809524,0.2714285714285714
Q96I45,108,0.1111111111111111,0.5833333333333334
Q5FYB0,599,0.07011686143572621,0.13856427378964942
P53597,346,0.07514450867052024,0.04335260115606936
P26717,231,0.23809523809523808,0.22510822510822512
Q9P217,1185,0.11561181434599156,0.13670886075949368
P00740,461,0.09327548806941431,0.1540130151843818
Q5GLZ8,1057,0.0,0.004730368968779565
P30531,599,0.07178631051752922,0.06343906510851419
Q9BXY8,128,0.1015625,0.7265625
Q9BRT8,395,0.18227848101265823,0.1670886075949367
Q14525,404,0.19554455445544555,0.15594059405940594
A2A3N6,862,0.2865429234338747,0.2494199535962877
Q5H9L4,462,0.3333333333333333,0.26406926406926406
Q9HCC8,539,0.012987012987012988,0.02411873840445269
P15516,51,0.0196078431372549,0.8823529411764706
Q9Y365,291,0.054982817869415807,0.13402061855670103
Q16853,763,0.010484927916120577,0.05504587155963303
Q8N2E2,1590,0.13459119496855346,0.2050314465408805
Q8IZQ1,3526,0.1159954622802042,0.1511627906976744
Q9BZ95,1437,0.4286708420320111,0.11412665274878218
Q6ZN55,896,0.359375,0.3950892857142857
Q9UQ26,1411,0.5712260807937632,0.18143160878809356
Q5BKZ1,582,0.6219931271477663,0.19072164948453607
Q9Y3Q3,217,0.0,0.009216589861751152
Q6PK18,319,0.10344827586206896,0.0877742946708464
Q8N104,65,0.0,0.0
P22897,1456,0.05631868131868132,0.11538461538461539
P20701,1170,0.05982905982905983,0.08888888888888889
Q9UKB5,411,0.7007299270072993,0.26277372262773724
Q9BST9,563,0.24511545293072823,0.2024866785079929
Q5JRM2,361,0.554016620498615,0.3767313019390582
Q96LW4,560,0.2125,0.24464285714285713
Q6MZM0,1159,0.04141501294219154,0.062122519413287315
Q8N4P3,179,0.0,0.0
Q9Y2C4,368,0.11413043478260869,0.043478260869565216
Q8TE85,626,0.4329073482428115,0.22523961661341854
Q6ZVX9,377,0.07427055702917772,0.04774535809018567
O95236,402,0.3855721393034826,0.3482587064676617
Q9UHJ6,478,0.0,0.0020920502092050207
Q96BW9,452,0.252212389380531,0.10176991150442478
Q99698,3801,0.19126545645882662,0.16863983162325705
Q9NQH7,507,0.05325443786982249,0.02564102564102564
Q96R69,305,0.0,0.006557377049180328
Q86X53,443,0.3047404063205418,0.38826185101580135
Q9BPY8,73,0.0,0.0547945205479452
Q7RTR8,314,0.0,0.006369426751592357
Q6PF15,583,0.017152658662092625,0.06518010291595197
Q9BRT9,223,0.026905829596412557,0.05829596412556054
Q6EMK4,673,0.20208023774145617,0.19910846953937592
Q9UBW7,1377,0.4241103848946986,0.20334059549745825
Q9NW13,759,0.310935441370224,0.17654808959156784
Q5JSQ8,128,0.0,0.09375
Q96SB4,655,0.34045801526717556,0.1297709923664122
P27144,223,0.0,0.013452914798206279
Q9UIM3,349,0.23209169054441262,0.03724928366762178
O96011,259,0.03861003861003861,0.12355212355212356
A6NK58,231,0.0,0.012987012987012988
Q309B1,348,0.0028735632183908046,0.13505747126436782
Q9BUV0,290,0.5724137931034483,0.3689655172413793
Q8WTQ1,72,0.0,0.0
Q9NUL5,291,0.0,0.01718213058419244
Q5U4N7,250,0.244,0.616
P61578,105,0.0,0.38095238095238093
Q4KMZ8,207,0.07729468599033816,0.45893719806763283
Q9H4S2,264,0.25757575757575757,0.5757575757575758
Q9NZN9,384,0.125,0.1640625
Q13316,513,0.7251461988304093,0.2709551656920078
Q17RY0,729,0.6145404663923183,0.06858710562414266
Q06033,890,0.07078651685393259,0.0898876404494382
Q9BYG4,376,0.30851063829787234,0.22872340425531915
P0C879,139,0.30935251798561153,0.6906474820143885
O14734,319,0.03134796238244514,0.050156739811912224
Q8N3K9,4069,0.7601376259523225,0.11304988940771689
P43699,371,0.5471698113207547,0.30997304582210244
P59052,145,0.9379310344827586,0.06206896551724138
Q5VYM1,1079,0.8860055607043559,0.10472659870250231
P30279,289,0.0657439446366782,0.08996539792387544
Q96CP2,140,0.10714285714285714,0.7428571428571429
Q96R84,312,0.00641025641025641,0.14423076923076922
Q07627,177,0.8870056497175142,0.11299435028248588
A4D1T9,235,0.059574468085106386,0.07659574468085106
P15408,326,0.3312883435582822,0.4754601226993865
Q99943,283,0.04946996466431095,0.0636042402826855
Q9Y5S1,764,0.10732984293193717,0.16753926701570682
Q9UBL3,628,0.22770700636942676,0.08280254777070063
Q5VZ03,156,0.0,0.02564102564102564
Q96EG3,531,0.4613935969868173,0.16195856873822975
Q7L3S4,317,0.06309148264984227,0.1861198738170347
P41219,470,0.1851063829787234,0.2297872340425532
Q14669,1992,0.3142570281124498,0.14508032128514056
A6NHS7,340,0.4117647058823529,0.2823529411764706
A0A087WV62,115,0.0,0.0
P54819,239,0.0,0.04184100418410042
Q7RTY3,260,0.08461538461538462,0.09615384615384616
Q99801,234,0.26495726495726496,0.5085470085470085
P25090,351,0.08262108262108261,0.10826210826210826
Q8N307,709,0.6064880112834978,0.11001410437235543
Q9UJQ7,156,0.10897435897435898,0.15384615384615385
A0A2Z4LIS9,290,0.3137931034482759,0.5137931034482759
Q6ZMS4,543,0.35543278084714547,0.06077348066298342
P04430,117,0.02564102564102564,0.15384615384615385
Q96RD3,313,0.009584664536741214,0.24281150159744408
P11511,503,0.03777335984095427,0.041749502982107355
Q6P087,351,0.13105413105413105,0.039886039886039885
Q9BTX3,173,0.04046242774566474,0.2658959537572254
Q9UKC9,423,0.009456264775413711,0.08037825059101655
O75715,221,0.03619909502262444,0.08597285067873303
Q13283,466,0.41416309012875535,0.19313304721030042
Q96K49,555,0.15135135135135136,0.2756756756756757
Q8NAP1,163,0.17177914110429449,0.2822085889570552
Q9NX74,493,0.0973630831643002,0.11156186612576065
Q15695,479,0.2881002087682672,0.19624217118997914
Q8N3J9,261,0.0,0.01532567049808429
Q8N3F8,863,0.5596755504055619,0.14716106604866744
A6NI79,296,0.10810810810810811,0.1891891891891892
O94886,807,0.14374225526641884,0.22304832713754646
A0A075B734,347,0.1873198847262248,0.08357348703170028
O75173,837,0.1111111111111111,0.11708482676224612
P20151,261,0.02681992337164751,0.06513409961685823
Q9NZI8,577,0.09532062391681109,0.12824956672443674
Q6R6M4,530,0.3867924528301887,0.0660377358490566
Q9H7M6,989,0.04853387259858443,0.14762386248736098
P24046,479,0.24217118997912318,0.09812108559498957
O96015,105,0.0,0.0
Q96GP6,871,0.45579793340987373,0.08151549942594719
O43320,207,0.14009661835748793,0.14492753623188406
Q12792,350,0.05714285714285714,0.18857142857142858
Q64LD2,544,0.37683823529411764,0.02022058823529412
P23297,94,0.0,0.02127659574468085
Q92858,354,0.4322033898305085,0.4124293785310734
O14678,606,0.024752475247524754,0.07425742574257425
Q6PL18,1390,0.3971223021582734,0.12805755395683452
Q9UI33,1791,0.1887213847012842,0.23283082077051925
P62937,165,0.0,0.0
Q7RTY9,318,0.09119496855345911,0.07232704402515723
A6NEN9,183,0.1912568306010929,0.15846994535519127
P0DP23,149,0.0,0.020134228187919462
O14548,114,0.0,0.41228070175438597
P17676,345,0.47246376811594204,0.30144927536231886
Q9NQG6,463,0.23974082073434125,0.04535637149028078
O00194,218,0.10091743119266056,0.11009174311926606
P51800,687,0.02911208151382824,0.05240174672489083
Q15697,407,0.4152334152334152,0.2113022113022113
O15078,2479,0.2210568777732957,0.5195643404598629
Q9H2F3,369,0.0,0.024390243902439025
P14555,144,0.0,0.04861111111111111
P02768,609,0.022988505747126436,0.019704433497536946
Q8N807,584,0.1404109589041096,0.07191780821917808
Q8N465,521,0.05950095969289827,0.02495201535508637
O14957,56,0.0,0.0
C9JBD0,128,0.1796875,0.546875
A6NL08,312,0.0,0.00641025641025641
Q17RS7,908,0.45704845814977973,0.10792951541850221
A0A0B4J1Z2,117,0.008547008547008548,0.17094017094017094
O15371,548,0.08759124087591241,0.23357664233576642
Q8TD10,442,0.22624434389140272,0.08597285067873303
A8K7I4,914,0.05908096280087528,0.03391684901531729
O43617,180,0.0,0.05555555555555555
Q86W25,1043,0.06519654841802493,0.10642377756471716
Q9Y4K3,522,0.10919540229885058,0.08812260536398467
P43146,1447,0.2778161713890809,0.08707671043538355
V9GZ13,50,0.0,0.02
Q9H8M7,445,0.0449438202247191,0.07415730337078652
Q9NQ90,1003,0.16650049850448653,0.21036889332003988
Q9Y673,324,0.0,0.0
Q9P127,313,0.40894568690095845,0.2012779552715655
Q9GZL7,423,0.0070921985815602835,0.08747044917257683
Q9UGV2,375,0.17333333333333334,0.09333333333333334
Q8NHW4,92,0.0,0.0
Q99571,388,0.0,0.002577319587628866
Q8IY67,606,0.44554455445544555,0.10561056105610561
P51681,352,0.10511363636363637,0.09943181818181818
P20929,6669,0.13015444594391962,0.779427200479832
O60765,605,0.2578512396694215,0.13553719008264462
P05305,212,0.16037735849056603,0.6933962264150944
P60328,96,0.875,0.125
Q8N684,471,0.35668789808917195,0.3354564755838641
Q02742,428,0.0,0.002336448598130841
P40337,213,0.07511737089201878,0.19248826291079812
P26447,101,0.0,0.039603960396039604
Q96R54,314,0.0,0.01592356687898089
Q15735,1006,0.55168986083499,0.06759443339960239
Q7Z6K1,395,0.5012658227848101,0.15443037974683543
Q6IQ16,392,0.05357142857142857,0.16326530612244897
Q6ZMT9,781,0.28040973111395645,0.14596670934699105
Q9NUI1,292,0.0,0.023972602739726026
Q8NG84,335,0.011940298507462687,0.1701492537313433
O60384,105,0.4095238095238095,0.3047619047619048
Q8NFK1,279,0.12903225806451613,0.34767025089605735
Q8NDX1,1056,0.5729166666666666,0.125
Q6ZTR5,3187,0.08032632569814872,0.16190775023533102
A0A1W2PR19,241,0.0,0.0
P59861,70,0.0,0.5142857142857142
Q14689,1571,0.13621896880967538,0.08084022915340547
Q2NKJ3,1217,0.05094494658997535,0.20460147904683648
Q6IQ22,244,0.12704918032786885,0.2336065573770492
Q9NVD3,440,0.004545454545454545,0.031818181818181815
Q9BPW9,319,0.0,0.0
P51659,736,0.020380434782608696,0.08152173913043478
Q9Y661,456,0.25219298245614036,0.17543859649122806
Q9BU70,441,0.3764172335600907,0.14965986394557823
Q9H6U8,611,0.06546644844517185,0.03273322422258593
P62487,172,0.0,0.0
C9JC47,383,0.9164490861618799,0.0835509138381201
P54750,535,0.1233644859813084,0.20186915887850468
Q6ZU52,694,0.6484149855907781,0.26368876080691644
A0A0C4DH42,116,0.0,0.017241379310344827
P98171,946,0.18921775898520085,0.2167019027484144
P56817,501,0.08782435129740519,0.08582834331337326
Q00534,326,0.05521472392638037,0.1656441717791411
Q6FIF0,208,0.18269230769230768,0.3701923076923077
Q86YR7,1114,0.2244165170556553,0.12567324955116696
Q9Y561,859,0.3469150174621653,0.15832363213038417
P56703,355,0.059154929577464786,0.04788732394366197
Q8NC01,280,0.09285714285714286,0.08571428571428572
P37108,136,0.18382352941176472,0.19852941176470587
P17844,614,0.25895765472312704,0.05374592833876222
A8MWL6,223,0.11659192825112108,0.21524663677130046
P15954,63,0.0,0.0
P06276,602,0.0,0.04817275747508306
A6PVI3,153,0.0,0.0
Q8J025,514,0.16926070038910507,0.058365758754863814
P01824,125,0.0,0.0
Q8NB49,1132,0.04946996466431095,0.11925795053003534
P02724,150,0.3466666666666667,0.56
Q14765,748,0.05213903743315508,0.08422459893048129
A0A0G2JPN4,36,0.05555555555555555,0.9444444444444444
Q04759,706,0.11473087818696884,0.18271954674220964
Q9HCK1,2354,0.9345794392523364,0.04333050127442651
A0A3B3IT45,312,0.0,0.016025641025641024
