first_vep,second_vep,region,kappa
VARITY_ER,BayesDel,intermediate,0.4813513304545821
BayesDel,VARITY_ER,intermediate,0.4813513304545821
VARITY_ER,BayesDel,ordered,0.5148193058780501
BayesDel,VARITY_ER,ordered,0.5148193058780501
VARITY_ER,Envision,disordered,0.1855408961621624
Envision,VARITY_ER,disordered,0.1855408961621624
VARITY_ER,Envision,intermediate,0.3579624656011856
Envision,VARITY_ER,intermediate,0.3579624656011856
VARITY_ER,Envision,ordered,0.4507220524420944
Envision,VARITY_ER,ordered,0.4507220524420944
VARITY_ER,SIFT4G,disordered,0.2812026689052784
SIFT4G,VARITY_ER,disordered,0.2812026689052784
VARITY_ER,SIFT4G,intermediate,0.4738962344331231
SIFT4G,VARITY_ER,intermediate,0.4738962344331231
VARITY_ER,SIFT4G,ordered,0.5473310750954241
SIFT4G,VARITY_ER,ordered,0.5473310750954241
VARITY_ER,UNEECON,disordered,0.2172024434955318
UNEECON,VARITY_ER,disordered,0.2172024434955318
VARITY_ER,UNEECON,intermediate,0.3404721510228585
UNEECON,VARITY_ER,intermediate,0.3404721510228585
VARITY_ER,UNEECON,ordered,0.3620819167710128
UNEECON,VARITY_ER,ordered,0.3620819167710128
VARITY_ER,Polyphen2_HumDiv,disordered,0.24169427793442189
Polyphen2_HumDiv,VARITY_ER,disordered,0.24169427793442189
VARITY_ER,Polyphen2_HumDiv,intermediate,0.3972422797192597
Polyphen2_HumDiv,VARITY_ER,intermediate,0.3972422797192597
VARITY_ER,Polyphen2_HumDiv,ordered,0.4824055542872965
Polyphen2_HumDiv,VARITY_ER,ordered,0.4824055542872965
VARITY_ER,AlphaMissense,disordered,0.3711786476580526
AlphaMissense,VARITY_ER,disordered,0.3711786476580526
VARITY_ER,AlphaMissense,intermediate,0.5190585893753392
AlphaMissense,VARITY_ER,intermediate,0.5190585893753392
VARITY_ER,AlphaMissense,ordered,0.5577114049116212
AlphaMissense,VARITY_ER,ordered,0.5577114049116212
VARITY_ER,MutFormer,disordered,0.1322988815725425
MutFormer,VARITY_ER,disordered,0.1322988815725425
VARITY_ER,MutFormer,intermediate,0.1926884365200453
MutFormer,VARITY_ER,intermediate,0.1926884365200453
VARITY_ER,MutFormer,ordered,0.2311681328991094
MutFormer,VARITY_ER,ordered,0.2311681328991094
VARITY_ER,ClinPred,disordered,0.4565149886382635
ClinPred,VARITY_ER,disordered,0.4565149886382635
VARITY_ER,ClinPred,intermediate,0.5978177988103948
ClinPred,VARITY_ER,intermediate,0.5978177988103948
VARITY_ER,ClinPred,ordered,0.6355719151265007
ClinPred,VARITY_ER,ordered,0.6355719151265007
VARITY_ER,CPT,disordered,0.2689020245075993
CPT,VARITY_ER,disordered,0.2689020245075993
VARITY_ER,CPT,intermediate,0.5034246232670267
CPT,VARITY_ER,intermediate,0.5034246232670267
VARITY_ER,CPT,ordered,0.5747520201238621
CPT,VARITY_ER,ordered,0.5747520201238621
VARITY_ER,REVEL,disordered,0.3195998153639199
REVEL,VARITY_ER,disordered,0.3195998153639199
VARITY_ER,REVEL,intermediate,0.4684020619459442
REVEL,VARITY_ER,intermediate,0.4684020619459442
VARITY_ER,REVEL,ordered,0.5254565159281896
REVEL,VARITY_ER,ordered,0.5254565159281896
VARITY_ER,CADD,disordered,0.2954047535953653
CADD,VARITY_ER,disordered,0.2954047535953653
VARITY_ER,CADD,intermediate,0.4441974130082623
CADD,VARITY_ER,intermediate,0.4441974130082623
VARITY_ER,CADD,ordered,0.5233036584890123
CADD,VARITY_ER,ordered,0.5233036584890123
VARITY_ER,SIFT,disordered,0.2112495851049998
SIFT,VARITY_ER,disordered,0.2112495851049998
VARITY_ER,SIFT,intermediate,0.3936867364760245
SIFT,VARITY_ER,intermediate,0.3936867364760245
VARITY_ER,SIFT,ordered,0.4983587813109349
SIFT,VARITY_ER,ordered,0.4983587813109349
VARITY_ER,FATHMM,disordered,0.058591302862656
FATHMM,VARITY_ER,disordered,0.058591302862656
VARITY_ER,FATHMM,intermediate,0.1034627813646646
FATHMM,VARITY_ER,intermediate,0.1034627813646646
VARITY_ER,FATHMM,ordered,0.1332421903377196
FATHMM,VARITY_ER,ordered,0.1332421903377196
VARITY_ER,ESM-1b,disordered,0.2986171320963712
ESM-1b,VARITY_ER,disordered,0.2986171320963712
VARITY_ER,ESM-1b,intermediate,0.4688594328340582
ESM-1b,VARITY_ER,intermediate,0.4688594328340582
VARITY_ER,ESM-1b,ordered,0.5333640102460118
ESM-1b,VARITY_ER,ordered,0.5333640102460118
VARITY_ER,GEMME,disordered,0.2541398440743626
GEMME,VARITY_ER,disordered,0.2541398440743626
VARITY_ER,GEMME,intermediate,0.4377578532441257
GEMME,VARITY_ER,intermediate,0.4377578532441257
VARITY_ER,GEMME,ordered,0.515760710602588
GEMME,VARITY_ER,ordered,0.515760710602588
VARITY_ER,MetaRNN,disordered,0.3291471693747521
MetaRNN,VARITY_ER,disordered,0.3291471693747521
VARITY_ER,MetaRNN,intermediate,0.5371204695612581
MetaRNN,VARITY_ER,intermediate,0.5371204695612581
VARITY_ER,MetaRNN,ordered,0.6107597723363429
MetaRNN,VARITY_ER,ordered,0.6107597723363429
VARITY_ER,MetaSVM,disordered,0.199125084959564
MetaSVM,VARITY_ER,disordered,0.199125084959564
VARITY_ER,MetaSVM,intermediate,0.3198451847798816
MetaSVM,VARITY_ER,intermediate,0.3198451847798816
VARITY_ER,MetaSVM,ordered,0.3873627420716589
MetaSVM,VARITY_ER,ordered,0.3873627420716589
LIST-S2,SNPred,disordered,0.0866357457687234
SNPred,LIST-S2,disordered,0.0866357457687234
LIST-S2,SNPred,intermediate,0.2025991989728438
SNPred,LIST-S2,intermediate,0.2025991989728438
LIST-S2,SNPred,ordered,0.2702078759226325
SNPred,LIST-S2,ordered,0.2702078759226325
LIST-S2,PonP2,disordered,0.3522075077492616
PonP2,LIST-S2,disordered,0.3522075077492616
LIST-S2,PonP2,intermediate,0.3607610842931502
PonP2,LIST-S2,intermediate,0.3607610842931502
LIST-S2,PonP2,ordered,0.3620354179837086
PonP2,LIST-S2,ordered,0.3620354179837086
LIST-S2,DANN,disordered,0.3149569127611938
DANN,LIST-S2,disordered,0.3149569127611938
LIST-S2,DANN,intermediate,0.3437655528073717
DANN,LIST-S2,intermediate,0.3437655528073717
LIST-S2,DANN,ordered,0.353973103591322
DANN,LIST-S2,ordered,0.353973103591322
LIST-S2,VEST4,disordered,0.3051685918844232
VEST4,LIST-S2,disordered,0.3051685918844232
LIST-S2,VEST4,intermediate,0.3884004428176509
VEST4,LIST-S2,intermediate,0.3884004428176509
LIST-S2,VEST4,ordered,0.4209837973352854
VEST4,LIST-S2,ordered,0.4209837973352854
LIST-S2,VARITY_R,disordered,0.153525241751729
VARITY_R,LIST-S2,disordered,0.153525241751729
LIST-S2,VARITY_R,intermediate,0.2876976586176356
VARITY_R,LIST-S2,intermediate,0.2876976586176356
LIST-S2,VARITY_R,ordered,0.3426523583842223
VARITY_R,LIST-S2,ordered,0.3426523583842223
LIST-S2,MutScore,disordered,0.1720746705337322
MutScore,LIST-S2,disordered,0.1720746705337322
LIST-S2,MutScore,intermediate,0.285114857924938
MutScore,LIST-S2,intermediate,0.285114857924938
LIST-S2,MutScore,ordered,0.3166465063388263
MutScore,LIST-S2,ordered,0.3166465063388263
LIST-S2,PROVEAN,disordered,0.2170141505999241
PROVEAN,LIST-S2,disordered,0.2170141505999241
LIST-S2,PROVEAN,intermediate,0.3044622568138591
PROVEAN,LIST-S2,intermediate,0.3044622568138591
LIST-S2,PROVEAN,ordered,0.3074211352236285
PROVEAN,LIST-S2,ordered,0.3074211352236285
LIST-S2,Polyphen2_HumVar,disordered,0.3198848190667209
Polyphen2_HumVar,LIST-S2,disordered,0.3198848190667209
LIST-S2,Polyphen2_HumVar,intermediate,0.3433364432305139
Polyphen2_HumVar,LIST-S2,intermediate,0.3433364432305139
LIST-S2,Polyphen2_HumVar,ordered,0.3334046858953198
Polyphen2_HumVar,LIST-S2,ordered,0.3334046858953198
LIST-S2,VESPAl,disordered,0.1735838580932315
VESPAl,LIST-S2,disordered,0.1735838580932315
LIST-S2,VESPAl,intermediate,0.2322697347673613
VESPAl,LIST-S2,intermediate,0.2322697347673613
LIST-S2,VESPAl,ordered,0.2415130304938952
VESPAl,LIST-S2,ordered,0.2415130304938952
LIST-S2,DeMaSk,disordered,0.2668361712832575
DeMaSk,LIST-S2,disordered,0.2668361712832575
LIST-S2,DeMaSk,intermediate,0.2944114988915232
DeMaSk,LIST-S2,intermediate,0.2944114988915232
LIST-S2,DeMaSk,ordered,0.286700198141792
DeMaSk,LIST-S2,ordered,0.286700198141792
LIST-S2,DEOGEN2,disordered,0.209400805147038
DEOGEN2,LIST-S2,disordered,0.209400805147038
LIST-S2,DEOGEN2,intermediate,0.2558938516087071
DEOGEN2,LIST-S2,intermediate,0.2558938516087071
LIST-S2,DEOGEN2,ordered,0.2611389669151222
DEOGEN2,LIST-S2,ordered,0.2611389669151222
LIST-S2,BayesDel,disordered,0.2258415440301326
BayesDel,LIST-S2,disordered,0.2258415440301326
LIST-S2,BayesDel,intermediate,0.2870296518941613
BayesDel,LIST-S2,intermediate,0.2870296518941613
LIST-S2,BayesDel,ordered,0.3190008576819184
BayesDel,LIST-S2,ordered,0.3190008576819184
LIST-S2,Envision,disordered,0.2626544660152191
Envision,LIST-S2,disordered,0.2626544660152191
LIST-S2,Envision,intermediate,0.2968862322840753
Envision,LIST-S2,intermediate,0.2968862322840753
LIST-S2,Envision,ordered,0.2973224004277366
Envision,LIST-S2,ordered,0.2973224004277366
LIST-S2,SIFT4G,disordered,0.1985398666982535
SIFT4G,LIST-S2,disordered,0.1985398666982535
LIST-S2,SIFT4G,intermediate,0.2786637510160831
SIFT4G,LIST-S2,intermediate,0.2786637510160831
LIST-S2,SIFT4G,ordered,0.2904915064877871
SIFT4G,LIST-S2,ordered,0.2904915064877871
LIST-S2,UNEECON,disordered,0.3997696818342221
UNEECON,LIST-S2,disordered,0.3997696818342221
LIST-S2,UNEECON,intermediate,0.4048271650420053
UNEECON,LIST-S2,intermediate,0.4048271650420053
LIST-S2,UNEECON,ordered,0.3631625067776896
UNEECON,LIST-S2,ordered,0.3631625067776896
LIST-S2,Polyphen2_HumDiv,disordered,0.3179371333038467
Polyphen2_HumDiv,LIST-S2,disordered,0.3179371333038467
LIST-S2,Polyphen2_HumDiv,intermediate,0.3314660248624087
Polyphen2_HumDiv,LIST-S2,intermediate,0.3314660248624087
LIST-S2,Polyphen2_HumDiv,ordered,0.3171905072692029
Polyphen2_HumDiv,LIST-S2,ordered,0.3171905072692029
LIST-S2,AlphaMissense,disordered,0.285614448414726
AlphaMissense,LIST-S2,disordered,0.285614448414726
LIST-S2,AlphaMissense,intermediate,0.3583953046076282
AlphaMissense,LIST-S2,intermediate,0.3583953046076282
LIST-S2,AlphaMissense,ordered,0.3363704458845818
AlphaMissense,LIST-S2,ordered,0.3363704458845818
LIST-S2,MutFormer,disordered,0.1247859276364741
MutFormer,LIST-S2,disordered,0.1247859276364741
LIST-S2,MutFormer,intermediate,0.1347292132310584
MutFormer,LIST-S2,intermediate,0.1347292132310584
LIST-S2,MutFormer,ordered,0.1551907216848318
MutFormer,LIST-S2,ordered,0.1551907216848318
LIST-S2,ClinPred,disordered,0.2382792805869432
ClinPred,LIST-S2,disordered,0.2382792805869432
LIST-S2,ClinPred,intermediate,0.3258907057826106
ClinPred,LIST-S2,intermediate,0.3258907057826106
LIST-S2,ClinPred,ordered,0.3370624319358227
ClinPred,LIST-S2,ordered,0.3370624319358227
LIST-S2,CPT,disordered,0.1691451361815669
CPT,LIST-S2,disordered,0.1691451361815669
LIST-S2,CPT,intermediate,0.3105741513170099
CPT,LIST-S2,intermediate,0.3105741513170099
LIST-S2,CPT,ordered,0.3474955135915226
CPT,LIST-S2,ordered,0.3474955135915226
LIST-S2,REVEL,disordered,0.1651554444790858
REVEL,LIST-S2,disordered,0.1651554444790858
LIST-S2,REVEL,intermediate,0.271532278292832
REVEL,LIST-S2,intermediate,0.271532278292832
LIST-S2,REVEL,ordered,0.3287027356624155
REVEL,LIST-S2,ordered,0.3287027356624155
LIST-S2,CADD,disordered,0.4208283513991449
CADD,LIST-S2,disordered,0.4208283513991449
LIST-S2,CADD,intermediate,0.4396958359856134
CADD,LIST-S2,intermediate,0.4396958359856134
LIST-S2,CADD,ordered,0.4365795647822157
CADD,LIST-S2,ordered,0.4365795647822157
LIST-S2,SIFT,disordered,0.3002740055482913
SIFT,LIST-S2,disordered,0.3002740055482913
LIST-S2,SIFT,intermediate,0.3456378745901762
SIFT,LIST-S2,intermediate,0.3456378745901762
LIST-S2,SIFT,ordered,0.3601392099415977
SIFT,LIST-S2,ordered,0.3601392099415977
LIST-S2,FATHMM,disordered,0.0569947547795723
FATHMM,LIST-S2,disordered,0.0569947547795723
LIST-S2,FATHMM,intermediate,0.0634655377408658
FATHMM,LIST-S2,intermediate,0.0634655377408658
LIST-S2,FATHMM,ordered,0.0986580472039224
FATHMM,LIST-S2,ordered,0.0986580472039224
LIST-S2,ESM-1b,disordered,0.251598180508925
ESM-1b,LIST-S2,disordered,0.251598180508925
LIST-S2,ESM-1b,intermediate,0.3845335748767945
ESM-1b,LIST-S2,intermediate,0.3845335748767945
LIST-S2,ESM-1b,ordered,0.3859728783351033
ESM-1b,LIST-S2,ordered,0.3859728783351033
LIST-S2,GEMME,disordered,0.2677693889673941
GEMME,LIST-S2,disordered,0.2677693889673941
LIST-S2,GEMME,intermediate,0.3098884013598071
GEMME,LIST-S2,intermediate,0.3098884013598071
LIST-S2,GEMME,ordered,0.2942434678534711
GEMME,LIST-S2,ordered,0.2942434678534711
LIST-S2,MetaRNN,disordered,0.1221617374749362
MetaRNN,LIST-S2,disordered,0.1221617374749362
LIST-S2,MetaRNN,intermediate,0.2668251398119874
MetaRNN,LIST-S2,intermediate,0.2668251398119874
LIST-S2,MetaRNN,ordered,0.3372060258484012
MetaRNN,LIST-S2,ordered,0.3372060258484012
LIST-S2,MetaSVM,disordered,0.18470246775652371
MetaSVM,LIST-S2,disordered,0.18470246775652371
LIST-S2,MetaSVM,intermediate,0.2166082563121082
MetaSVM,LIST-S2,intermediate,0.2166082563121082
LIST-S2,MetaSVM,ordered,0.2569099329815673
MetaSVM,LIST-S2,ordered,0.2569099329815673
SNPred,PonP2,disordered,0.0964213084782809
PonP2,SNPred,disordered,0.0964213084782809
SNPred,PonP2,intermediate,0.2266380247670812
PonP2,SNPred,intermediate,0.2266380247670812
SNPred,PonP2,ordered,0.3212222597182043
PonP2,SNPred,ordered,0.3212222597182043
SNPred,DANN,disordered,0.0418067303995765
DANN,SNPred,disordered,0.0418067303995765
SNPred,DANN,intermediate,0.1498751811319328
DANN,SNPred,intermediate,0.1498751811319328
SNPred,DANN,ordered,0.2409974634538769
DANN,SNPred,ordered,0.2409974634538769
SNPred,VEST4,disordered,0.2884987656549297
VEST4,SNPred,disordered,0.2884987656549297
SNPred,VEST4,intermediate,0.5122143628658824
VEST4,SNPred,intermediate,0.5122143628658824
SNPred,VEST4,ordered,0.592304471529939
VEST4,SNPred,ordered,0.592304471529939
SNPred,VARITY_R,disordered,0.3717046881513802
VARITY_R,SNPred,disordered,0.3717046881513802
SNPred,VARITY_R,intermediate,0.534574551946793
VARITY_R,SNPred,intermediate,0.534574551946793
SNPred,VARITY_R,ordered,0.5836442430572697
VARITY_R,SNPred,ordered,0.5836442430572697
SNPred,MutScore,disordered,0.3771275070499225
MutScore,SNPred,disordered,0.3771275070499225
SNPred,MutScore,intermediate,0.526245524894861
MutScore,SNPred,intermediate,0.526245524894861
SNPred,MutScore,ordered,0.5788705603225844
MutScore,SNPred,ordered,0.5788705603225844
SNPred,PROVEAN,disordered,0.234780073679504
PROVEAN,SNPred,disordered,0.234780073679504
SNPred,PROVEAN,intermediate,0.4376646681988679
PROVEAN,SNPred,intermediate,0.4376646681988679
SNPred,PROVEAN,ordered,0.5116072705285144
PROVEAN,SNPred,ordered,0.5116072705285144
SNPred,Polyphen2_HumVar,disordered,0.1087138715495666
Polyphen2_HumVar,SNPred,disordered,0.1087138715495666
SNPred,Polyphen2_HumVar,intermediate,0.3037930110175384
Polyphen2_HumVar,SNPred,intermediate,0.3037930110175384
SNPred,Polyphen2_HumVar,ordered,0.4307530364174774
Polyphen2_HumVar,SNPred,ordered,0.4307530364174774
SNPred,VESPAl,disordered,0.1655276761365933
VESPAl,SNPred,disordered,0.1655276761365933
SNPred,VESPAl,intermediate,0.3930620788619737
VESPAl,SNPred,intermediate,0.3930620788619737
SNPred,VESPAl,ordered,0.4852293160487643
VESPAl,SNPred,ordered,0.4852293160487643
SNPred,DeMaSk,disordered,0.0766101984636191
DeMaSk,SNPred,disordered,0.0766101984636191
SNPred,DeMaSk,intermediate,0.2945026988095611
DeMaSk,SNPred,intermediate,0.2945026988095611
SNPred,DeMaSk,ordered,0.4450557393079498
DeMaSk,SNPred,ordered,0.4450557393079498
SNPred,DEOGEN2,disordered,0.2053017014732607
DEOGEN2,SNPred,disordered,0.2053017014732607
SNPred,DEOGEN2,intermediate,0.345522524219526
DEOGEN2,SNPred,intermediate,0.345522524219526
SNPred,DEOGEN2,ordered,0.3806302991766882
DEOGEN2,SNPred,ordered,0.3806302991766882
SNPred,BayesDel,disordered,0.34226746851007
BayesDel,SNPred,disordered,0.34226746851007
SNPred,BayesDel,intermediate,0.5750547162310427
BayesDel,SNPred,intermediate,0.5750547162310427
SNPred,BayesDel,ordered,0.6371837077545226
BayesDel,SNPred,ordered,0.6371837077545226
SNPred,Envision,disordered,0.0702365441750321
Envision,SNPred,disordered,0.0702365441750321
SNPred,Envision,intermediate,0.2507472602456438
Envision,SNPred,intermediate,0.2507472602456438
SNPred,Envision,ordered,0.3821746773232772
Envision,SNPred,ordered,0.3821746773232772
SNPred,SIFT4G,disordered,0.128269058525836
SIFT4G,SNPred,disordered,0.128269058525836
SNPred,SIFT4G,intermediate,0.3422753945403755
SIFT4G,SNPred,intermediate,0.3422753945403755
SNPred,SIFT4G,ordered,0.4583450758683268
SIFT4G,SNPred,ordered,0.4583450758683268
SNPred,UNEECON,disordered,0.08006775209526
UNEECON,SNPred,disordered,0.08006775209526
SNPred,UNEECON,intermediate,0.232630115752311
UNEECON,SNPred,intermediate,0.232630115752311
SNPred,UNEECON,ordered,0.298294470520597
UNEECON,SNPred,ordered,0.298294470520597
SNPred,Polyphen2_HumDiv,disordered,0.1021999851868196
Polyphen2_HumDiv,SNPred,disordered,0.1021999851868196
SNPred,Polyphen2_HumDiv,intermediate,0.2934952270621125
Polyphen2_HumDiv,SNPred,intermediate,0.2934952270621125
SNPred,Polyphen2_HumDiv,ordered,0.426267841974711
Polyphen2_HumDiv,SNPred,ordered,0.426267841974711
SNPred,AlphaMissense,disordered,0.2003046889542054
AlphaMissense,SNPred,disordered,0.2003046889542054
SNPred,AlphaMissense,intermediate,0.3974931598097109
AlphaMissense,SNPred,intermediate,0.3974931598097109
SNPred,AlphaMissense,ordered,0.4998312993307694
AlphaMissense,SNPred,ordered,0.4998312993307694
SNPred,MutFormer,disordered,0.0932828428230065
MutFormer,SNPred,disordered,0.0932828428230065
SNPred,MutFormer,intermediate,0.1995853635969079
MutFormer,SNPred,intermediate,0.1995853635969079
SNPred,MutFormer,ordered,0.2510873657839422
MutFormer,SNPred,ordered,0.2510873657839422
SNPred,ClinPred,disordered,0.3471132065767475
ClinPred,SNPred,disordered,0.3471132065767475
SNPred,ClinPred,intermediate,0.5733418397880701
ClinPred,SNPred,intermediate,0.5733418397880701
SNPred,ClinPred,ordered,0.6828227824642736
ClinPred,SNPred,ordered,0.6828227824642736
SNPred,CPT,disordered,0.2394925756112637
CPT,SNPred,disordered,0.2394925756112637
SNPred,CPT,intermediate,0.4285805044032306
CPT,SNPred,intermediate,0.4285805044032306
SNPred,CPT,ordered,0.506614768140103
CPT,SNPred,ordered,0.506614768140103
SNPred,REVEL,disordered,0.3833024843436282
REVEL,SNPred,disordered,0.3833024843436282
SNPred,REVEL,intermediate,0.5335776072186051
REVEL,SNPred,intermediate,0.5335776072186051
SNPred,REVEL,ordered,0.5877272272772527
REVEL,SNPred,ordered,0.5877272272772527
SNPred,CADD,disordered,0.1091157980467593
CADD,SNPred,disordered,0.1091157980467593
SNPred,CADD,intermediate,0.2877578439172007
CADD,SNPred,intermediate,0.2877578439172007
SNPred,CADD,ordered,0.4162292996593161
CADD,SNPred,ordered,0.4162292996593161
SNPred,SIFT,disordered,0.0763517251468254
SIFT,SNPred,disordered,0.0763517251468254
SNPred,SIFT,intermediate,0.2638183757458924
SIFT,SNPred,intermediate,0.2638183757458924
SNPred,SIFT,ordered,0.4073840974414081
SIFT,SNPred,ordered,0.4073840974414081
SNPred,FATHMM,disordered,0.0624663317775067
FATHMM,SNPred,disordered,0.0624663317775067
SNPred,FATHMM,intermediate,0.1556418723888151
FATHMM,SNPred,intermediate,0.1556418723888151
SNPred,FATHMM,ordered,0.2049273217159501
FATHMM,SNPred,ordered,0.2049273217159501
SNPred,ESM-1b,disordered,0.2048962688471598
ESM-1b,SNPred,disordered,0.2048962688471598
SNPred,ESM-1b,intermediate,0.3605090220865394
ESM-1b,SNPred,intermediate,0.3605090220865394
SNPred,ESM-1b,ordered,0.4519359154750997
ESM-1b,SNPred,ordered,0.4519359154750997
SNPred,GEMME,disordered,0.1047578799997495
GEMME,SNPred,disordered,0.1047578799997495
SNPred,GEMME,intermediate,0.3167078140714277
GEMME,SNPred,intermediate,0.3167078140714277
SNPred,GEMME,ordered,0.4555209249255937
GEMME,SNPred,ordered,0.4555209249255937
SNPred,MetaRNN,disordered,0.6072817333196386
MetaRNN,SNPred,disordered,0.6072817333196386
SNPred,MetaRNN,intermediate,0.7228158028411099
MetaRNN,SNPred,intermediate,0.7228158028411099
SNPred,MetaRNN,ordered,0.7606444613965764
MetaRNN,SNPred,ordered,0.7606444613965764
SNPred,MetaSVM,disordered,0.168904135916564
MetaSVM,SNPred,disordered,0.168904135916564
SNPred,MetaSVM,intermediate,0.3558882198188148
MetaSVM,SNPred,intermediate,0.3558882198188148
SNPred,MetaSVM,ordered,0.4454463523349076
MetaSVM,SNPred,ordered,0.4454463523349076
PonP2,DANN,disordered,0.2438732977723141
DANN,PonP2,disordered,0.2438732977723141
PonP2,DANN,intermediate,0.2626110732151342
DANN,PonP2,intermediate,0.2626110732151342
PonP2,DANN,ordered,0.2753102127306307
DANN,PonP2,ordered,0.2753102127306307
PonP2,VEST4,disordered,0.2868606795033911
VEST4,PonP2,disordered,0.2868606795033911
PonP2,VEST4,intermediate,0.3578502905373505
VEST4,PonP2,intermediate,0.3578502905373505
PonP2,VEST4,ordered,0.4240438564001497
VEST4,PonP2,ordered,0.4240438564001497
PonP2,VARITY_R,disordered,0.1596513357964982
VARITY_R,PonP2,disordered,0.1596513357964982
PonP2,VARITY_R,intermediate,0.3076843940721722
VARITY_R,PonP2,intermediate,0.3076843940721722
PonP2,VARITY_R,ordered,0.3890410290611273
VARITY_R,PonP2,ordered,0.3890410290611273
PonP2,MutScore,disordered,0.1548611307302855
MutScore,PonP2,disordered,0.1548611307302855
PonP2,MutScore,intermediate,0.2773516683455396
MutScore,PonP2,intermediate,0.2773516683455396
PonP2,MutScore,ordered,0.3509078822228507
MutScore,PonP2,ordered,0.3509078822228507
PonP2,PROVEAN,disordered,0.1902982574457318
PROVEAN,PonP2,disordered,0.1902982574457318
PonP2,PROVEAN,intermediate,0.2854120810834417
PROVEAN,PonP2,intermediate,0.2854120810834417
PonP2,PROVEAN,ordered,0.3245738880229621
PROVEAN,PonP2,ordered,0.3245738880229621
